text,sentiment,timestamp,user,platform,hashtags,retweets,likes,country,year,month,day,hour,text_encoded,sentiment_encoded,timestamp_encoded,user_encoded,platform_encoded,hashtags_encoded,country_encoded
 Fulfillment in completing a challenging workout routine., Fulfillment  ,2019-06-28 18:20:00, FitnessAchiever , Twitter  , #Fulfillment #FitnessGoals                   ,22.0,45.0, India     ,2019,6,28,18,158,124,187,223,3,328,50
 Reverence for the artistry displayed in a museum.      , Reverence     ,2020-11-11 15:00:00, ArtAppreciator  , Instagram , #Reverence #ArtAppreciation                  ,18.0,35.0, UK        ,2020,11,11,15,251,235,276,20,1,580,92
 Elation after achieving a personal goal.               , Elation       ,2021-03-02 09:30:00, GoalAchiever2   , Facebook , #Elation #PersonalAchievement                ,25.0,50.0, USA      ,2021,3,2,9,90,89,296,255,0,241,106
 Elation over discovering a hidden gem in the city.   , Elation       ,2012-02-18 14:30:00, UrbanExplorer2  , Twitter  , #Elation #HiddenGem                            ,20.0,40.0, USA      ,2012,2,18,14,91,89,7,643,3,238,106
 The euphoria of a surprise birthday celebration.     , Euphoria      ,2018-11-05 21:45:00, BirthdayJoy     , Instagram , #Euphoria #BirthdaySurprise                   ,15.0,30.0, UK   ,2018,11,5,21,285,109,151,45,1,277,89
 Contentment in the simplicity of a home-cooked meal. , Contentment   ,2015-09-12 13:20:00, HomeChef        , Facebook , #Contentment #HomeCooking                     ,25.0,50.0, India    ,2015,9,12,13,64,57,25,289,0,152,49
 Serenity found in the melody of a peaceful piano.    , Serenity      ,2016-07-30 18:10:00, MusicLover4     , Twitter  , #Serenity #PeacefulMelody                    ,18.0,35.0, Canada      ,2016,7,30,18,262,245,50,398,3,612,23
 Gratitude for the supportive community around me.    , Gratitude     ,2013-04-20 10:30:00, CommunityLove   , Instagram , #Gratitude #CommunitySupport                   ,30.0,60.0, USA ,2013,4,20,10,165,132,12,117,1,345,101
 Hopeful about the prospects of a new business venture., Hope          ,2017-12-08 19:15:00, EntrepreneurHope, Facebook , #Hope #BusinessVenture                        ,22.0,45.0, Canada    ,2017,12,8,19,174,151,107,189,0,385,21
 Empowerment through mentoring and guiding others.    , Empowerment   ,2014-06-03 08:20:00, MentorEmpower   , Twitter  , #Empowerment #Mentorship                      ,15.0,30.0, UK       ,2014,6,3,8,104,95,15,369,3,251,91
 Compassion shown through acts of kindness in the community., Compassion,2019-01-15 14:50:00, KindnessInAction, Instagram , #Compassion #CommunityKindness               ,18.0,35.0, Australia ,2019,1,15,14,56,46,162,315,1,131,0
 Tenderness in a heartfelt message to a loved one.    , Tenderness    ,2016-12-25 19:30:00, LoveExpress     , Facebook , #Tenderness #LoveNote                         ,25.0,50.0, UK          ,2016,12,25,19,279,261,69,341,0,662,94
 Arousal of excitement before a much-awaited trip.    , Arousal       ,2018-03-10 09:45:00, TravelExcitement, Twitter  , #Arousal #TravelAdventure                     ,20.0,40.0, India    ,2018,3,10,9,30,22,112,634,3,49,49
 Enthusiasm for a new artistic project in the works.  , Enthusiasm    ,2020-09-17 16:30:00, ArtisticSpirit  , Instagram , #Enthusiasm #ArtisticProject                 ,15.0,30.0, USA       ,2020,9,17,16,112,102,271,29,1,262,107
 Feeling a sense of fulfillment after helping others. , Fulfillment   ,2011-08-28 18:45:00, HelperHeart     , Facebook , #Fulfillment #HelpingOthers                  ,22.0,45.0, Canada    ,2011,8,28,18,137,125,5,277,0,329,21
 Reverence for the historical significance of a landmark., Reverence ,2017-11-01 15:30:00, HistoryBuff     , Twitter  , #Reverence #HistoricalSite                   ,18.0,35.0, Australia ,2017,11,1,15,253,234,101,279,3,581,0
 Elation after achieving a fitness milestone.         , Elation       ,2019-06-15 10:00:00, FitnessAchiever2, Instagram , #Elation #FitnessMilestone                   ,25.0,50.0, UK           ,2019,6,15,10,89,89,184,224,1,236,95
 The euphoria of a successful product launch.         , Euphoria      ,2022-04-03 11:45:00, ProductLaunchJoy, Facebook , #Euphoria #ProductLaunchSuccess              ,15.0,30.0, USA       ,2022,4,3,11,284,109,361,461,0,280,107
 Contentment in the embrace of a loved one.           , Contentment   ,2010-11-12 20:20:00, LovingEmbrace   , Twitter  , #Contentment #Love                             ,30.0,60.0, India    ,2010,11,12,20,63,57,2,346,3,154,49
 Serenity found in the beauty of a sunset by the sea.  , Serenity      ,2011-07-22 18:30:00, SunsetWatcher2  , Instagram , #Serenity #SunsetViews                       ,22.0,45.0, Canada     ,2011,7,22,18,261,245,4,597,1,615,22
 Gratitude for the small joys that each day brings.   , Gratitude     ,2012-03-30 11:20:00, JoyfulHeart2    , Facebook , #Gratitude #SmallJoys                        ,15.0,30.0, Australia   ,2012,3,30,11,163,132,9,308,0,352,2
 Hopeful about the potential for personal growth.      , Hope          ,2013-10-05 16:40:00, GrowthOptimist  , Twitter  , #Hope #PersonalDevelopment                    ,18.0,35.0, UK       ,2013,10,5,16,173,151,13,267,3,389,91
 Empowerment through learning a new skill.            , Empowerment   ,2014-07-10 13:15:00, SkillEmpower    , Instagram , #Empowerment #SkillBuilding                   ,25.0,50.0, India   ,2014,7,10,13,102,95,16,550,1,253,48
 Compassion in volunteering for a local charity.       , Compassion    ,2015-12-18 14:20:00, CharityVolunteer, Facebook , #Compassion #VolunteerWork                   ,18.0,35.0, USA      ,2015,12,18,14,55,47,33,88,0,133,106
 Tenderness in a quiet moment shared with a pet.      , Tenderness    ,2016-02-10 19:45:00, PetLove         , Twitter  , #Tenderness #PetLove                          ,25.0,50.0, Canada   ,2016,2,10,19,280,261,36,449,3,663,20
 Arousal of excitement for an upcoming festival.       , Arousal       ,2017-09-25 11:30:00, FestivalFan     , Instagram , #Arousal #FestivalExcitement               ,20.0,40.0, UK ,2017,9,25,11,32,22,98,216,1,48,88
 Enthusiasm for a DIY home improvement project.       , Enthusiasm    ,2018-04-15 16:00:00, DIYEnthusiast   , Facebook , #Enthusiasm #HomeImprovement                 ,15.0,30.0, Australia   ,2018,4,15,16,110,102,117,143,0,264,2
 Fulfillment in completing a challenging puzzle.      , Fulfillment   ,2019-11-28 18:20:00, PuzzleMaster    , Twitter  , #Fulfillment #PuzzleChallenge                ,22.0,45.0, India    ,2019,11,28,18,157,125,218,474,3,331,49
 Reverence for the wonders of nature on a hiking trail., Reverence ,2020-05-11 15:00:00, NatureAdmirer   , Instagram , #Reverence #NatureExploration                ,18.0,35.0, USA        ,2020,5,11,15,254,234,243,403,1,583,108
 Elation after a surprise reunion with a childhood friend., Elation   ,2021-02-05 09:30:00, ChildhoodJoy    , Facebook , #Elation #FriendshipReunion                  ,25.0,50.0, Canada      ,2021,2,5,9,87,88,290,92,0,237,23
 Suffering from despair after another setback.      , Despair         ,2021-03-10 08:30:00, StrugglingSoul    , Twitter  , #Despair #Struggle                              ,5.0,10.0, USA          ,2021,3,10,8,275,75,298,587,3,205,110
" Overwhelmed by grief, missing a loved one dearly.  ", Grief           ,2022-07-05 15:45:00, MourningHeart     , Instagram , #Grief #Loss                                   ,8.0,15.0, Canada          ,2022,7,5,15,224,135,377,382,1,357,27
 Loneliness creeps in as the night grows colder.    , Loneliness      ,2019-11-18 21:20:00, SolitarySoul      , Facebook , #Loneliness #Isolation                         ,10.0,20.0, UK           ,2019,11,18,21,200,180,216,566,0,452,95
 Jealousy consumes me as I witness others' success. , Jealousy        ,2020-08-12 11:30:00, EnviousObserver   , Twitter  , #Jealousy #Envy                               ,12.0,25.0, India        ,2020,8,12,11,183,170,261,190,3,423,53
 Resentment building up over past betrayals.        , Resentment      ,2018-05-22 14:45:00, BitterHeart       , Instagram , #Resentment #Bitterness                       ,7.0,15.0, Australia     ,2018,5,22,14,248,231,121,49,1,575,4
 Frustration mounts as obstacles block my path.     , Frustration     ,2017-01-30 16:10:00, BlockedGoals      , Facebook , #Frustration #Obstacles                       ,10.0,20.0, USA          ,2017,1,30,16,155,123,72,50,0,326,110
" Boredom sets in, the day feels endlessly dull.     ", Boredom         ,2016-09-28 19:45:00, BoredMind         , Twitter  , #Boredom #LackOfInterest                     ,8.0,15.0, Canada        ,2016,9,28,19,46,36,58,62,3,96,25
" Anxiety grips my heart, worry clouds my thoughts.  ", Anxiety         ,2019-04-15 09:00:00, WorriedMind       , Instagram , #Anxiety #Worry                               ,12.0,25.0, UK           ,2019,4,15,9,26,19,174,677,1,42,95
 Intimidation by the unknown future ahead.          , Intimidation    ,2021-12-03 18:30:00, FearfulSoul       , Facebook , #Intimidation #Fear                           ,15.0,30.0, India        ,2021,12,3,18,182,165,339,213,0,416,53
 Helplessness sinks in as challenges pile up.       , Helplessness    ,2020-06-20 14:20:00, OverwhelmedHeart  , Twitter  , #Helplessness #Overwhelmed                    ,8.0,15.0, Australia    ,2020,6,20,14,171,149,253,432,3,383,3
 Envy eats away at me as I see others' prosperity.  , Envy            ,2018-11-07 11:30:00, CovetousMind     , Instagram , #Envy #Desire                                ,10.0,20.0, Canada        ,2018,11,7,11,117,105,152,125,1,274,25
 Regret over missed opportunities haunts my thoughts., Regret         ,2017-08-25 16:00:00, RemorsefulSoul   , Facebook , #Regret #MissedChances                       ,12.0,25.0, UK           ,2017,8,25,16,247,227,93,494,0,569,95
 Disgust at the sight of injustice and cruelty.     , Disgust         ,2019-02-11 09:45:00, DisgustedHeart   , Twitter  , #Disgust #Injustice                          ,7.0,15.0, India        ,2019,2,11,9,80,84,163,159,3,228,53
" Drowning in despair, hope slipping through my fingers.", Despair      ,2016-04-02 20:20:00, HopelessHeart    , Instagram , #Despair #Hopeless                           ,10.0,20.0, USA          ,2016,4,2,20,85,74,40,293,1,202,110
" Grief weighs heavy, tears a constant companion.    ", Grief           ,2015-10-18 15:30:00, TearfulSoul      , Facebook , #Grief #Tears                                ,12.0,25.0, Canada        ,2015,10,18,15,167,135,27,611,0,363,25
" Loneliness in a crowded room, a silent cry for connection.", Loneliness ,2019-07-12 18:10:00, IsolatedMind     , Twitter  , #Loneliness #SeekingConnection              ,15.0,30.0, UK            ,2019,7,12,18,202,178,190,301,3,454,96
" Jealousy gnaws at my confidence, a toxic emotion.  ", Jealousy        ,2018-06-03 16:30:00, SelfDoubt        , Instagram , #Jealousy #Insecurity                       ,8.0,15.0, India         ,2018,6,3,16,184,170,124,520,1,424,54
" Resentment festers, poisoning relationships.       ", Resentment      ,2022-01-15 12:00:00, BrokenTrust      , Facebook , #Resentment #BrokenTrust                     ,10.0,20.0, Australia    ,2022,1,15,12,250,231,347,69,0,576,3
" Frustration boils over, a volcanic eruption of emotions.", Frustration ,2017-04-10 14:45:00, ExplosiveMind    , Twitter  , #Frustration #EmotionalOutburst             ,12.0,25.0, USA          ,2017,4,10,14,153,122,77,194,3,325,110
" Boredom settles like dust, life feels mundane.     ", Boredom         ,2016-11-28 19:00:00, MundaneHeart     , Instagram , #Boredom #Monotony                          ,7.0,15.0, Canada        ,2016,11,28,19,47,36,64,390,1,97,25
" Anxiety grips my chest, a relentless grip on my thoughts.", Anxiety   ,2018-09-05 09:30:00, RestlessMind     , Facebook , #Anxiety #Restlessness                      ,10.0,20.0, UK            ,2018,9,5,9,25,18,144,497,0,41,96
" Intimidation by the challenges ahead, fear takes hold.", Intimidation ,2021-10-22 18:30:00, FearfulJourney   , Twitter  , #Intimidation #FacingFear                   ,15.0,30.0, India         ,2021,10,22,18,181,164,334,212,3,415,54
" Helplessness engulfs me, drowning in a sea of problems.", Helplessness ,2019-05-08 14:20:00, OverwhelmedSoul  , Instagram , #Helplessness #Struggling                   ,8.0,15.0, Australia    ,2019,5,8,14,170,148,181,434,1,384,3
" Envy poisons my thoughts, coveting others' success.", Envy            ,2017-03-20 11:30:00, GreenEyedMonster , Facebook , #Envy #Success                              ,10.0,20.0, Canada        ,2017,3,20,11,118,105,74,261,0,275,25
 Regret for decisions that led to a painful present., Regret         ,2018-12-15 16:00:00, RegretfulMind    , Twitter  , #Regret #PastChoices                        ,12.0,25.0, USA          ,2018,12,15,16,246,227,159,492,3,570,110
 Disgust at the corruption that stains society.     , Disgust         ,2016-07-01 09:45:00, CorruptedHeart   , Instagram , #Disgust #Corruption                        ,7.0,15.0, UK            ,2016,7,1,9,79,84,47,123,1,225,96
" Sinking in despair, each day darker than the last. ", Despair         ,2020-08-20 20:20:00, DrowningSoul     , Facebook , #Despair #DarkDays                          ,10.0,20.0, India         ,2020,8,20,20,268,75,264,178,0,197,54
" Grief overwhelms, a storm of emotions within.      ", Grief           ,2021-02-25 15:30:00, StormyHeart      , Twitter  , #Grief #EmotionalStorm                      ,12.0,25.0, Canada        ,2021,2,25,15,166,135,293,585,3,356,25
" Loneliness echoes in empty spaces, yearning for connection.", Loneliness ,2019-09-12 18:10:00, EchoingSoul     , Instagram , #Loneliness #YearningForConnection         ,15.0,30.0, Australia     ,2019,9,12,18,201,178,197,182,1,457,4
" Jealousy poisons my thoughts, resentment brewing within.", Jealousy    ,2018-08-05 16:30:00, PoisonedMind    , Facebook , #Jealousy #Resentment                       ,8.0,15.0, USA           ,2018,8,5,16,185,169,135,459,0,425,111
" Resentment festers, a wound that refuses to heal.  ", Resentment      ,2017-01-12 12:00:00, UnforgivingSoul  , Twitter  , #Resentment #Unforgiving                    ,10.0,20.0, India         ,2017,1,12,12,249,231,70,641,3,577,54
" Frustration escalates, a thunderstorm of emotions. ", Frustration     ,2022-04-05 14:45:00, ThunderingMind   , Instagram , #Frustration #EmotionalOutburst            ,12.0,25.0, UK            ,2022,4,5,14,154,123,362,625,1,324,96
" Boredom lingers, a stagnant pool of indifference.  ", Boredom         ,2021-10-02 19:00:00, StagnantHeart    , Facebook , #Boredom #Stagnation                        ,7.0,15.0, Canada        ,2021,10,2,19,45,36,331,575,0,98,25
" Embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge. ", Curiosity       ,2023-04-15 10:15:00, InquisitiveMind   , Twitter  , #Curiosity #Learning                        ,15.0,30.0, USA          ,2023,4,15,10,92,68,529,300,3,181,110
" Lost in the vast sea of information, an indifferent wave in the digital ocean. ", Indifference    ,2022-11-28 17:30:00, ApatheticObserver , Instagram , #Indifference #DigitalOverload              ,7.0,15.0, Canada          ,2022,11,28,17,207,158,394,16,1,399,27
" The complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos. ", Confusion       ,2020-04-02 09:45:00, SeekingClarity    , Facebook , #Confusion #LifePuzzle                     ,10.0,20.0, UK           ,2020,4,2,9,282,53,236,519,0,142,95
" A numbness settles over me, a shield against the overwhelming emotions life throws my way. ", Numbness        ,2021-08-10 14:00:00, EmotionallyDistant , Twitter  , #Numbness #EmotionalShield                 ,8.0,15.0, India        ,2021,8,10,14,11,203,321,186,3,511,53
